timestamp,open,high,low,close,volume
2025-01-01T00:00:00+00:00,1.1,1.10023,1.09628,1.09668,89.6
2025-01-01T00:05:00+00:00,1.09668,1.0992,1.09505,1.09508,131.5
2025-01-01T00:10:00+00:00,1.09508,1.09914,1.09368,1.09777,96.1
2025-01-01T00:15:00+00:00,1.09777,1.10031,1.09604,1.09994,74.5
2025-01-01T00:20:00+00:00,1.09994,1.10572,1.09929,1.10479,125.5
2025-01-01T00:25:00+00:00,1.10479,1.10671,1.10149,1.10257,103.0
2025-01-01T00:30:00+00:00,1.10257,1.10671,1.10251,1.10446,69.7
2025-01-01T00:35:00+00:00,1.10446,1.10584,1.10295,1.10432,87.8
2025-01-01T00:40:00+00:00,1.10432,1.10586,1.08749,1.08869,97.5
2025-01-01T00:45:00+00:00,1.08869,1.09149,1.08633,1.09128,84.7
2025-01-01T00:50:00+00:00,1.09128,1.09227,1.08959,1.08972,84.1
2025-01-01T00:55:00+00:00,1.08972,1.094,1.08877,1.09284,120.5
2025-01-01T01:00:00+00:00,1.09284,1.09603,1.08514,1.08862,127.8
2025-01-01T01:05:00+00:00,1.08862,1.08878,1.08668,1.08729,49.2
2025-01-01T01:10:00+00:00,1.08729,1.08889,1.08645,1.08758,96.1
2025-01-01T01:15:00+00:00,1.08758,1.08843,1.08651,1.08821,103.7
2025-01-01T01:20:00+00:00,1.08821,1.09424,1.08666,1.09404,54.1
2025-01-01T01:25:00+00:00,1.09404,1.10088,1.09262,1.09803,87.9
2025-01-01T01:30:00+00:00,1.09803,1.10683,1.09716,1.10597,79.5
2025-01-01T01:35:00+00:00,1.10597,1.1151,1.10419,1.11374,86.7
2025-01-01T01:40:00+00:00,1.11374,1.12218,1.1124,1.12158,69.5
2025-01-01T01:45:00+00:00,1.12158,1.12677,1.12131,1.12448,125.7
2025-01-01T01:50:00+00:00,1.12448,1.12662,1.12224,1.12275,87.8
2025-01-01T01:55:00+00:00,1.12275,1.1229,1.12264,1.12281,95.1
2025-01-01T02:00:00+00:00,1.12281,1.13146,1.12134,1.1288,91.3
2025-01-01T02:05:00+00:00,1.1288,1.12901,1.12473,1.12779,89.2
2025-01-01T02:10:00+00:00,1.12779,1.1278,1.12502,1.12535,94.6
2025-01-01T02:15:00+00:00,1.12535,1.1255,1.11899,1.11922,101.5
2025-01-01T02:20:00+00:00,1.11922,1.12042,1.11374,1.11445,115.1
2025-01-01T02:25:00+00:00,1.11445,1.12104,1.11215,1.1202,109.1
2025-01-01T02:30:00+00:00,1.1202,1.12306,1.11989,1.1228,89.7
2025-01-01T02:35:00+00:00,1.1228,1.12706,1.11632,1.11672,131.9
2025-01-01T02:40:00+00:00,1.11672,1.12608,1.112,1.12348,97.3
2025-01-01T02:45:00+00:00,1.12348,1.12441,1.12132,1.12279,123.6
2025-01-01T02:50:00+00:00,1.12279,1.12416,1.12094,1.1226,115.9
2025-01-01T02:55:00+00:00,1.1226,1.12598,1.12145,1.12533,128.6
2025-01-01T03:00:00+00:00,1.12533,1.12803,1.12362,1.12693,119.1
2025-01-01T03:05:00+00:00,1.12693,1.12784,1.12391,1.12552,82.9
2025-01-01T03:10:00+00:00,1.12552,1.12567,1.11475,1.11648,128.7
2025-01-01T03:15:00+00:00,1.11648,1.12221,1.11546,1.12204,80.2
2025-01-01T03:20:00+00:00,1.12204,1.1222,1.11926,1.12065,43.5
2025-01-01T03:25:00+00:00,1.12065,1.12688,1.11929,1.12686,78.3
2025-01-01T03:30:00+00:00,1.12686,1.12744,1.1257,1.12612,91.2
2025-01-01T03:35:00+00:00,1.12612,1.12645,1.12203,1.12206,100.2
2025-01-01T03:40:00+00:00,1.12206,1.13678,1.11869,1.13364,99.5
2025-01-01T03:45:00+00:00,1.13364,1.13716,1.13203,1.13667,98.1
2025-01-01T03:50:00+00:00,1.13667,1.13876,1.12942,1.13372,87.8
2025-01-01T03:55:00+00:00,1.13372,1.1413,1.13032,1.13812,155.1
2025-01-01T04:00:00+00:00,1.13812,1.13881,1.13455,1.13741,142.1
2025-01-01T04:05:00+00:00,1.13741,1.13783,1.13138,1.13247,91.6
2025-01-01T04:10:00+00:00,1.13247,1.13626,1.13205,1.13416,76.2
2025-01-01T04:15:00+00:00,1.13416,1.15134,1.13236,1.14778,88.9
2025-01-01T04:20:00+00:00,1.14778,1.15149,1.14752,1.14918,59.5
2025-01-01T04:25:00+00:00,1.14918,1.15066,1.14596,1.15024,91.6
2025-01-01T04:30:00+00:00,1.15024,1.15638,1.14839,1.15428,112.8
2025-01-01T04:35:00+00:00,1.15428,1.16076,1.15237,1.15918,102.6
2025-01-01T04:40:00+00:00,1.15918,1.16064,1.15736,1.15746,109.9
2025-01-01T04:45:00+00:00,1.15746,1.16077,1.15568,1.15827,116.4
2025-01-01T04:50:00+00:00,1.15827,1.15851,1.15663,1.15701,108.3
2025-01-01T04:55:00+00:00,1.15701,1.15856,1.14344,1.14504,122.1
2025-01-01T05:00:00+00:00,1.14504,1.14944,1.14209,1.14735,108.4
2025-01-01T05:05:00+00:00,1.14735,1.14782,1.13744,1.13809,95.0
2025-01-01T05:10:00+00:00,1.13809,1.1432,1.1364,1.14148,97.9
2025-01-01T05:15:00+00:00,1.14148,1.14668,1.14141,1.14504,71.3
2025-01-01T05:20:00+00:00,1.14504,1.15089,1.14439,1.14843,60.4
2025-01-01T05:25:00+00:00,1.14843,1.15362,1.14583,1.1516,76.4
2025-01-01T05:30:00+00:00,1.1516,1.15438,1.15118,1.15351,105.8
2025-01-01T05:35:00+00:00,1.15351,1.16168,1.15238,1.15801,104.5
2025-01-01T05:40:00+00:00,1.15801,1.1612,1.15776,1.1608,94.7
2025-01-01T05:45:00+00:00,1.1608,1.16227,1.16032,1.16096,93.4
2025-01-01T05:50:00+00:00,1.16096,1.1726,1.16065,1.16989,110.0
2025-01-01T05:55:00+00:00,1.16989,1.17744,1.16925,1.17642,94.0
2025-01-01T06:00:00+00:00,1.17642,1.18371,1.17495,1.18256,92.3
2025-01-01T06:05:00+00:00,1.18256,1.19227,1.18177,1.19209,69.7
2025-01-01T06:10:00+00:00,1.19209,1.19513,1.18509,1.1869,98.3
2025-01-01T06:15:00+00:00,1.1869,1.19311,1.18532,1.19245,107.6
2025-01-01T06:20:00+00:00,1.19245,1.19403,1.18099,1.18266,120.6
2025-01-01T06:25:00+00:00,1.18266,1.18342,1.17278,1.17299,111.5
2025-01-01T06:30:00+00:00,1.17299,1.18392,1.1714,1.18344,102.4
2025-01-01T06:35:00+00:00,1.18344,1.18481,1.17195,1.17344,106.6
2025-01-01T06:40:00+00:00,1.17344,1.18153,1.17294,1.17997,115.7
2025-01-01T06:45:00+00:00,1.17997,1.18124,1.17464,1.17707,111.1
2025-01-01T06:50:00+00:00,1.17707,1.17783,1.17014,1.17141,84.9
2025-01-01T06:55:00+00:00,1.17141,1.17361,1.16526,1.16787,115.0
2025-01-01T07:00:00+00:00,1.16787,1.17574,1.16703,1.17492,87.3
2025-01-01T07:05:00+00:00,1.17492,1.17669,1.17383,1.17664,152.4
2025-01-01T07:10:00+00:00,1.17664,1.17673,1.17319,1.17419,80.5
2025-01-01T07:15:00+00:00,1.17419,1.17464,1.17049,1.17235,100.6
2025-01-01T07:20:00+00:00,1.17235,1.17263,1.16498,1.16702,77.3
2025-01-01T07:25:00+00:00,1.16702,1.16848,1.16663,1.16726,99.3
2025-01-01T07:30:00+00:00,1.16726,1.16751,1.16255,1.16301,132.4
2025-01-01T07:35:00+00:00,1.16301,1.16365,1.1539,1.15392,110.5
2025-01-01T07:40:00+00:00,1.15392,1.15473,1.15282,1.15304,76.2
2025-01-01T07:45:00+00:00,1.15304,1.15709,1.14935,1.15646,84.7
2025-01-01T07:50:00+00:00,1.15646,1.15992,1.15558,1.15855,99.8
2025-01-01T07:55:00+00:00,1.15855,1.16443,1.15832,1.16183,102.8
2025-01-01T08:00:00+00:00,1.16183,1.16279,1.15826,1.15852,99.3
2025-01-01T08:05:00+00:00,1.15852,1.15916,1.15085,1.15305,84.6
2025-01-01T08:10:00+00:00,1.15305,1.15652,1.14776,1.14938,105.5
2025-01-01T08:15:00+00:00,1.14938,1.15375,1.14816,1.15229,92.3
2025-01-01T08:20:00+00:00,1.15229,1.15347,1.14959,1.1511,87.7
2025-01-01T08:25:00+00:00,1.1511,1.15851,1.14932,1.15596,101.8
2025-01-01T08:30:00+00:00,1.15596,1.15836,1.15509,1.15829,124.0
2025-01-01T08:35:00+00:00,1.15829,1.1603,1.1582,1.15977,108.3
2025-01-01T08:40:00+00:00,1.15977,1.16276,1.15901,1.15957,64.0
2025-01-01T08:45:00+00:00,1.15957,1.16075,1.15303,1.15324,143.1
