timestamp,open,high,low,close,volume
2025-01-01T00:00:00+00:00,1.1,1.10126,1.09806,1.09939,86.2
2025-01-01T00:05:00+00:00,1.09939,1.10036,1.09046,1.09357,117.9
2025-01-01T00:10:00+00:00,1.09357,1.09666,1.08715,1.08759,129.0
2025-01-01T00:15:00+00:00,1.08759,1.08785,1.08595,1.08666,106.8
2025-01-01T00:20:00+00:00,1.08666,1.08719,1.07506,1.07512,121.4
2025-01-01T00:25:00+00:00,1.07512,1.07659,1.07088,1.07196,139.6
2025-01-01T00:30:00+00:00,1.07196,1.07927,1.07092,1.07826,88.5
2025-01-01T00:35:00+00:00,1.07826,1.07856,1.07294,1.07425,125.9
2025-01-01T00:40:00+00:00,1.07425,1.07778,1.07176,1.07719,67.2
2025-01-01T00:45:00+00:00,1.07719,1.07972,1.07585,1.07831,97.7
2025-01-01T00:50:00+00:00,1.07831,1.07959,1.07488,1.07625,94.2
2025-01-01T00:55:00+00:00,1.07625,1.07929,1.07563,1.07822,86.8
2025-01-01T01:00:00+00:00,1.07822,1.08197,1.07777,1.0818,94.5
2025-01-01T01:05:00+00:00,1.0818,1.0892,1.08042,1.0876,103.8
2025-01-01T01:10:00+00:00,1.0876,1.08942,1.08545,1.08928,91.1
2025-01-01T01:15:00+00:00,1.08928,1.08965,1.08695,1.0882,109.2
2025-01-01T01:20:00+00:00,1.0882,1.09415,1.08809,1.09335,151.5
2025-01-01T01:25:00+00:00,1.09335,1.09513,1.09165,1.09337,113.6
2025-01-01T01:30:00+00:00,1.09337,1.09389,1.09015,1.09097,89.0
2025-01-01T01:35:00+00:00,1.09097,1.09312,1.08979,1.0922,99.6
2025-01-01T01:40:00+00:00,1.0922,1.09384,1.09141,1.09211,91.0
2025-01-01T01:45:00+00:00,1.09211,1.1017,1.09124,1.09901,96.6
2025-01-01T01:50:00+00:00,1.09901,1.10166,1.0933,1.09362,102.4
2025-01-01T01:55:00+00:00,1.09362,1.09601,1.09333,1.09367,68.5
2025-01-01T02:00:00+00:00,1.09367,1.09391,1.09138,1.09151,92.3
2025-01-01T02:05:00+00:00,1.09151,1.09225,1.08951,1.09128,49.4
2025-01-01T02:10:00+00:00,1.09128,1.09164,1.08662,1.08835,85.9
2025-01-01T02:15:00+00:00,1.08835,1.08867,1.08257,1.08409,85.7
2025-01-01T02:20:00+00:00,1.08409,1.08562,1.07959,1.08063,109.9
2025-01-01T02:25:00+00:00,1.08063,1.08198,1.07656,1.07721,106.6
2025-01-01T02:30:00+00:00,1.07721,1.07796,1.07645,1.07755,98.6
2025-01-01T02:35:00+00:00,1.07755,1.07839,1.07037,1.07221,81.1
2025-01-01T02:40:00+00:00,1.07221,1.07669,1.06952,1.07393,79.2
2025-01-01T02:45:00+00:00,1.07393,1.08002,1.07215,1.07896,119.8
2025-01-01T02:50:00+00:00,1.07896,1.07916,1.06879,1.07002,97.5
2025-01-01T02:55:00+00:00,1.07002,1.07292,1.06861,1.07149,88.1
2025-01-01T03:00:00+00:00,1.07149,1.073,1.06766,1.07189,66.8
2025-01-01T03:05:00+00:00,1.07189,1.07986,1.0711,1.0788,45.0
2025-01-01T03:10:00+00:00,1.0788,1.08059,1.07563,1.07608,90.6
2025-01-01T03:15:00+00:00,1.07608,1.07751,1.0689,1.06892,94.2
2025-01-01T03:20:00+00:00,1.06892,1.07084,1.06666,1.07069,148.8
2025-01-01T03:25:00+00:00,1.07069,1.07282,1.06915,1.0727,94.8
2025-01-01T03:30:00+00:00,1.0727,1.0727,1.06555,1.06764,88.0
2025-01-01T03:35:00+00:00,1.06764,1.07708,1.06553,1.07618,126.7
2025-01-01T03:40:00+00:00,1.07618,1.08238,1.07618,1.08046,97.8
