timestamp,open,high,low,close,volume
2025-01-01T00:00:00+00:00,1.1,1.10823,1.09931,1.10779,90.5
2025-01-01T00:05:00+00:00,1.10779,1.11168,1.10687,1.10942,117.9
2025-01-01T00:10:00+00:00,1.10942,1.11184,1.10019,1.10152,106.7
2025-01-01T00:15:00+00:00,1.10152,1.10161,1.09744,1.0982,89.2
2025-01-01T00:20:00+00:00,1.0982,1.09916,1.09619,1.09645,101.8
2025-01-01T00:25:00+00:00,1.09645,1.09777,1.09008,1.09182,91.4
2025-01-01T00:30:00+00:00,1.09182,1.09651,1.08988,1.09565,89.4
2025-01-01T00:35:00+00:00,1.09565,1.09725,1.08734,1.08746,102.1
2025-01-01T00:40:00+00:00,1.08746,1.08749,1.08361,1.0841,82.3
2025-01-01T00:45:00+00:00,1.0841,1.08912,1.08403,1.08876,127.6
2025-01-01T00:50:00+00:00,1.08876,1.0927,1.08723,1.0906,102.4
2025-01-01T00:55:00+00:00,1.0906,1.09666,1.0891,1.0954,78.8
2025-01-01T01:00:00+00:00,1.0954,1.09681,1.09053,1.09079,90.7
2025-01-01T01:05:00+00:00,1.09079,1.09135,1.08873,1.08886,116.5
2025-01-01T01:10:00+00:00,1.08886,1.09031,1.08373,1.08468,63.6
2025-01-01T01:15:00+00:00,1.08468,1.08489,1.08122,1.08171,100.5
2025-01-01T01:20:00+00:00,1.08171,1.08302,1.07965,1.08206,122.5
2025-01-01T01:25:00+00:00,1.08206,1.08632,1.08168,1.08496,113.7
2025-01-01T01:30:00+00:00,1.08496,1.09555,1.08245,1.09453,102.4
2025-01-01T01:35:00+00:00,1.09453,1.09508,1.08943,1.09168,114.5
2025-01-01T01:40:00+00:00,1.09168,1.09544,1.09074,1.09438,76.1
2025-01-01T01:45:00+00:00,1.09438,1.0948,1.09414,1.09458,67.1
2025-01-01T01:50:00+00:00,1.09458,1.10391,1.09212,1.10262,118.2
2025-01-01T01:55:00+00:00,1.10262,1.10431,1.10254,1.10425,122.7
2025-01-01T02:00:00+00:00,1.10425,1.10497,1.10272,1.10417,100.9
2025-01-01T02:05:00+00:00,1.10417,1.10563,1.1031,1.10335,96.1
2025-01-01T02:10:00+00:00,1.10335,1.10391,1.09737,1.09804,94.8
2025-01-01T02:15:00+00:00,1.09804,1.10112,1.08726,1.08894,105.5
2025-01-01T02:20:00+00:00,1.08894,1.09028,1.08259,1.08482,113.7
2025-01-01T02:25:00+00:00,1.08482,1.08518,1.08224,1.08392,119.8
2025-01-01T02:30:00+00:00,1.08392,1.08623,1.08048,1.08157,108.5
2025-01-01T02:35:00+00:00,1.08157,1.08318,1.08127,1.08299,108.1
2025-01-01T02:40:00+00:00,1.08299,1.09055,1.08278,1.08795,116.8
2025-01-01T02:45:00+00:00,1.08795,1.08912,1.08108,1.08148,80.4
2025-01-01T02:50:00+00:00,1.08148,1.08563,1.0794,1.08473,107.5
2025-01-01T02:55:00+00:00,1.08473,1.08962,1.08397,1.08811,85.8
2025-01-01T03:00:00+00:00,1.08811,1.09573,1.08639,1.09385,62.6
2025-01-01T03:05:00+00:00,1.09385,1.09598,1.08806,1.09007,114.2
2025-01-01T03:10:00+00:00,1.09007,1.09263,1.08669,1.0923,117.2
2025-01-01T03:15:00+00:00,1.0923,1.09255,1.08734,1.09102,107.0
2025-01-01T03:20:00+00:00,1.09102,1.09487,1.08949,1.09287,105.2
2025-01-01T03:25:00+00:00,1.09287,1.09418,1.08961,1.09379,83.1
2025-01-01T03:30:00+00:00,1.09379,1.09901,1.09355,1.09778,98.6
2025-01-01T03:35:00+00:00,1.09778,1.09854,1.09144,1.0915,86.2
2025-01-01T03:40:00+00:00,1.0915,1.09372,1.09088,1.09368,75.8
2025-01-01T03:45:00+00:00,1.09368,1.09652,1.09356,1.09557,89.3
2025-01-01T03:50:00+00:00,1.09557,1.09867,1.09506,1.0984,133.0
2025-01-01T03:55:00+00:00,1.0984,1.10091,1.0976,1.10076,82.1
2025-01-01T04:00:00+00:00,1.10076,1.10793,1.10038,1.10786,91.9
2025-01-01T04:05:00+00:00,1.10786,1.10911,1.09955,1.09987,101.1
2025-01-01T04:10:00+00:00,1.09987,1.10218,1.09873,1.1021,74.5
2025-01-01T04:15:00+00:00,1.1021,1.10316,1.09876,1.10276,103.8
2025-01-01T04:20:00+00:00,1.10276,1.10328,1.09428,1.09548,96.2
2025-01-01T04:25:00+00:00,1.09548,1.10808,1.09316,1.10623,119.4
2025-01-01T04:30:00+00:00,1.10623,1.10906,1.10619,1.10754,90.1
2025-01-01T04:35:00+00:00,1.10754,1.11242,1.10629,1.1118,117.9
2025-01-01T04:40:00+00:00,1.1118,1.11398,1.10868,1.11136,102.3
